"","status","duration","credit_history","purpose","amount","savings","employment_duration","installment_rate","personal_status_sex","other_debtors","present_residence","property","age","other_installment_plans","housing","number_credits","job","people_liable","telephone","foreign_worker","credit_risk"
"919","... < 0 DM",24,"existing credits paid back duly till now","radio/television",2359,"100 <= ... < 500 DM","unemployed",1,"male : divorced/separated","none",1,"building society savings agreement/life insurance",33,"none","own",1,"skilled employee/official",1,"no","yes","bad"
"920","... < 0 DM",24,"existing credits paid back duly till now","radio/television",3345,"... < 100 DM","... >= 7 years",4,"male : single","none",2,"building society savings agreement/life insurance",39,"none","rent",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","bad"
"921","no checking account",18,"critical account/other credits existing","radio/television",1817,"... < 100 DM","1 <= ... < 4 years",4,"female : divorced/separated/married","none",2,"unknown/no property",28,"none","own",2,"skilled employee/official",1,"no","yes","good"
"922","no checking account",48,"delay in paying off in the past","domestic appliances",12749,"500 <= ... < 1000 DM","4 <= ... < 7 years",4,"male : single","none",1,"car or other",37,"none","own",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"923","... < 0 DM",9,"existing credits paid back duly till now","domestic appliances",1366,"... < 100 DM","... < 1 year",3,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",22,"none","rent",1,"skilled employee/official",1,"no","yes","bad"
"924","0 <= ... < 200 DM",12,"existing credits paid back duly till now","car (new)",2002,"... < 100 DM","4 <= ... < 7 years",3,"male : single","none",4,"building society savings agreement/life insurance",30,"none","rent",1,"skilled employee/official",2,"yes","yes","good"
"925","... < 0 DM",24,"all credits at this bank paid back duly","radio/television",6872,"... < 100 DM","... < 1 year",2,"male : divorced/separated","none",1,"building society savings agreement/life insurance",55,"bank","own",1,"skilled employee/official",1,"yes","yes","bad"
"926","... < 0 DM",12,"all credits at this bank paid back duly","car (new)",697,"... < 100 DM","... < 1 year",4,"male : single","none",2,"car or other",46,"bank","own",2,"skilled employee/official",1,"yes","yes","bad"
"927","... < 0 DM",18,"critical account/other credits existing","radio/television",1049,"... < 100 DM","... < 1 year",4,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",21,"none","rent",1,"skilled employee/official",1,"no","yes","good"
"928","... < 0 DM",48,"existing credits paid back duly till now","car (used)",10297,"... < 100 DM","4 <= ... < 7 years",4,"male : single","none",4,"unknown/no property",39,"stores","for free",3,"skilled employee/official",2,"yes","yes","bad"
"929","no checking account",30,"existing credits paid back duly till now","domestic appliances",1867,"unknown/no savings account","... >= 7 years",4,"male : single","none",4,"car or other",58,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"930","... < 0 DM",12,"delay in paying off in the past","car (new)",1344,"... < 100 DM","1 <= ... < 4 years",4,"male : single","none",2,"real estate",43,"none","own",2,"unskilled - resident",2,"no","yes","good"
"931","... < 0 DM",24,"existing credits paid back duly till now","radio/television",1747,"... < 100 DM","... < 1 year",4,"male : single","co-applicant",1,"building society savings agreement/life insurance",24,"none","own",1,"unskilled - resident",1,"no","no","good"
"932","0 <= ... < 200 DM",9,"existing credits paid back duly till now","domestic appliances",1670,"... < 100 DM","... < 1 year",4,"female : divorced/separated/married","none",2,"car or other",22,"none","own",1,"skilled employee/official",1,"yes","yes","bad"
"933","no checking account",9,"critical account/other credits existing","car (new)",1224,"... < 100 DM","1 <= ... < 4 years",3,"male : single","none",1,"real estate",30,"none","own",2,"skilled employee/official",1,"no","yes","good"
"934","no checking account",12,"critical account/other credits existing","domestic appliances",522,"500 <= ... < 1000 DM","... >= 7 years",4,"male : single","none",4,"building society savings agreement/life insurance",42,"none","own",2,"skilled employee/official",2,"yes","yes","good"
"935","... < 0 DM",12,"existing credits paid back duly till now","domestic appliances",1498,"... < 100 DM","1 <= ... < 4 years",4,"female : divorced/separated/married","none",1,"car or other",23,"bank","own",1,"skilled employee/official",1,"no","yes","good"
"936","0 <= ... < 200 DM",30,"delay in paying off in the past","domestic appliances",1919,"100 <= ... < 500 DM","... < 1 year",4,"male : single","none",3,"unknown/no property",30,"stores","own",2,"management/self-employed/highly qualified employee/officer",1,"no","yes","bad"
"937","... >= 200 DM / salary for at least 1 year",9,"existing credits paid back duly till now","domestic appliances",745,"... < 100 DM","1 <= ... < 4 years",3,"female : divorced/separated/married","none",2,"real estate",28,"none","own",1,"unskilled - resident",1,"no","yes","bad"
"938","0 <= ... < 200 DM",6,"existing credits paid back duly till now","domestic appliances",2063,"... < 100 DM","... < 1 year",4,"male : married/widowed","none",3,"car or other",30,"none","rent",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"939","0 <= ... < 200 DM",60,"existing credits paid back duly till now","retraining",6288,"... < 100 DM","1 <= ... < 4 years",4,"male : single","none",4,"unknown/no property",42,"none","for free",1,"skilled employee/official",1,"no","yes","bad"
"940","no checking account",24,"critical account/other credits existing","car (used)",6842,"unknown/no savings account","1 <= ... < 4 years",2,"male : single","none",4,"building society savings agreement/life insurance",46,"none","own",2,"management/self-employed/highly qualified employee/officer",2,"yes","yes","good"
"941","no checking account",12,"existing credits paid back duly till now","car (new)",3527,"unknown/no savings account","... < 1 year",2,"male : single","none",3,"building society savings agreement/life insurance",45,"none","own",1,"management/self-employed/highly qualified employee/officer",2,"yes","yes","good"
"942","no checking account",10,"existing credits paid back duly till now","car (new)",1546,"... < 100 DM","1 <= ... < 4 years",3,"male : single","none",2,"real estate",31,"none","own",1,"unskilled - resident",2,"no","no","good"
"943","no checking account",24,"existing credits paid back duly till now","radio/television",929,"unknown/no savings account","4 <= ... < 7 years",4,"male : single","none",2,"car or other",31,"stores","own",1,"skilled employee/official",1,"yes","yes","good"
"944","no checking account",4,"critical account/other credits existing","car (new)",1455,"... < 100 DM","4 <= ... < 7 years",2,"male : single","none",1,"real estate",42,"none","own",3,"unskilled - resident",2,"no","yes","good"
"945","... < 0 DM",15,"existing credits paid back duly till now","radio/television",1845,"... < 100 DM","... < 1 year",4,"female : divorced/separated/married","guarantor",1,"building society savings agreement/life insurance",46,"none","rent",1,"skilled employee/official",1,"no","yes","good"
"946","0 <= ... < 200 DM",48,"no credits taken/all credits paid back duly","car (new)",8358,"500 <= ... < 1000 DM","... < 1 year",1,"female : divorced/separated/married","none",1,"car or other",30,"none","own",2,"skilled employee/official",1,"no","yes","good"
"947","... < 0 DM",24,"all credits at this bank paid back duly","radio/television",3349,"500 <= ... < 1000 DM","... < 1 year",4,"male : single","none",4,"unknown/no property",30,"none","for free",1,"skilled employee/official",2,"yes","yes","bad"
"948","no checking account",12,"existing credits paid back duly till now","car (new)",2859,"unknown/no savings account","unemployed",4,"male : single","none",4,"unknown/no property",38,"none","own",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"949","no checking account",18,"existing credits paid back duly till now","radio/television",1533,"... < 100 DM","... < 1 year",4,"male : married/widowed","co-applicant",1,"building society savings agreement/life insurance",43,"none","own",1,"unskilled - resident",2,"no","yes","bad"
"950","no checking account",24,"existing credits paid back duly till now","domestic appliances",3621,"100 <= ... < 500 DM","... >= 7 years",2,"male : single","none",4,"car or other",31,"none","own",2,"skilled employee/official",1,"no","yes","bad"
"951","0 <= ... < 200 DM",18,"critical account/other credits existing","others",3590,"... < 100 DM","unemployed",3,"male : married/widowed","none",3,"car or other",40,"none","own",3,"unemployed/unskilled - non-resident",2,"yes","yes","good"
"952","... < 0 DM",36,"delay in paying off in the past","others",2145,"... < 100 DM","4 <= ... < 7 years",2,"male : single","none",1,"car or other",24,"none","own",2,"skilled employee/official",1,"yes","yes","bad"
"953","0 <= ... < 200 DM",24,"existing credits paid back duly till now","car (used)",4113,"500 <= ... < 1000 DM","... < 1 year",3,"female : divorced/separated/married","none",4,"car or other",28,"none","rent",1,"skilled employee/official",1,"no","yes","bad"
"954","no checking account",36,"existing credits paid back duly till now","radio/television",10974,"... < 100 DM","unemployed",4,"female : divorced/separated/married","none",2,"car or other",26,"none","own",2,"management/self-employed/highly qualified employee/officer",1,"yes","yes","bad"
"955","... < 0 DM",12,"existing credits paid back duly till now","car (new)",1893,"... < 100 DM","1 <= ... < 4 years",4,"female : divorced/separated/married","guarantor",4,"building society savings agreement/life insurance",29,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"956","... < 0 DM",24,"critical account/other credits existing","domestic appliances",1231,"... >= 1000 DM","... >= 7 years",4,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",57,"none","rent",2,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"957","... >= 200 DM / salary for at least 1 year",30,"critical account/other credits existing","domestic appliances",3656,"unknown/no savings account","... >= 7 years",4,"male : single","none",4,"building society savings agreement/life insurance",49,"stores","own",2,"unskilled - resident",1,"no","yes","good"
"958","0 <= ... < 200 DM",9,"critical account/other credits existing","domestic appliances",1154,"... < 100 DM","... >= 7 years",2,"male : single","none",4,"real estate",37,"none","own",3,"unskilled - resident",1,"no","yes","good"
"959","... < 0 DM",28,"existing credits paid back duly till now","car (new)",4006,"... < 100 DM","1 <= ... < 4 years",3,"male : single","none",2,"car or other",45,"none","own",1,"unskilled - resident",1,"no","yes","bad"
"960","0 <= ... < 200 DM",24,"existing credits paid back duly till now","radio/television",3069,"100 <= ... < 500 DM","... >= 7 years",4,"male : single","none",4,"unknown/no property",30,"none","for free",1,"skilled employee/official",1,"no","yes","good"
"961","no checking account",6,"critical account/other credits existing","domestic appliances",1740,"... < 100 DM","... >= 7 years",2,"male : married/widowed","none",2,"real estate",30,"none","rent",2,"skilled employee/official",1,"no","yes","good"
